흑,백,덤,결과,대국일자,대국명,제한시간,초읽기 횟수,초읽기 시간,대국룰,흑번국가,백번국가
金禹丞,申眞諝,7.5,W+1¼,2022-01-19,第23回中国囲碁甲級リーグ優勝決定戦第1戦,7200.0,5,60,chinese,ch,kr
羋昱廷,申眞諝,7.5,W+R,2022-01-17,第23回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,kr
申眞諝,趙晨宇,7.5,B+R,2022-01-16,第23回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,kr,ch
申眞諝,陶欣然,7.5,B+R,2021-09-30,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
許嘉陽,申眞諝,7.5,W+R,2021-09-29,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,tp,kr
申眞諝,胡鈺函,7.5,B+R,2021-09-28,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
郭信駅,申眞諝,7.5,W+R,2021-09-26,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
申眞諝,江維傑,7.5,B+R,2021-09-25,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
童夢成,申眞諝,7.5,W+R,2021-06-12,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
申眞諝,丁世雄,7.5,B+R,2021-06-11,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
李維清,朴廷桓,7.5,B+R,2025-04-12,第1回北海新繹杯世界囲碁オープン3回戦,7200.0,5,60,chinese,ch,kr
申眞諝,楊鼎新,7.5,B+¾,2021-06-08,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,ch
羋昱廷,申眞諝,7.5,B+R,2021-06-07,第23回中国囲碁甲級リーグ,7200.0,5,60,chinese,ch,kr
申眞諝,林立祥,6.5,B+R,2023-02-08,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,tp
元晟溱,申眞諝,6.5,B+R,2023-02-03,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
朴珉奎,申眞諝,6.5,W+R,2023-02-03,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
申旻埈,申眞諝,6.5,W+R,2023-01-28,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
申眞諝,洪茂鎭,6.5,B+0.5,2023-01-28,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
申眞諝,金志錫,6.5,B+R,2023-01-14,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
申眞諝,文敏鍾,6.5,B+R,2023-01-14,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
沈載益,申眞諝,6.5,W+R,2023-01-12,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
朴廷桓,王星昊,6.5,W+1.5,2026-02-26,第1回新韓銀行世界棋仙戦決勝三番勝負第2局,1800.0,,,Japanese,kr,ch
辜梓豪,朴廷桓,7.5,W+R,2025-04-11,第1回北海新繹杯世界囲碁オープン2回戦,7200.0,5,60,chinese,ch,kr
金炯佑,申眞諝,6.5,W+T,2022-12-30,2022-2023韓国囲碁リーグ,2400.0,,,japanese,kr,kr
黄宰淵,申旻埈,6.5,W+R,2026-03-18,第31回GSカルテックス杯プロ棋戦1回戦,1800.0,,,japanese,kr,kr
申旻埈,白賛僖,6.5,B+R,2026-02-24,第6期ソパルコサノル最高棋士決定戦予選,3600.0,,,japanese,kr,kr
申旻埈,権孝珍,6.5,B+R,2026-02-23,第6期ソパルコサノル最高棋士決定戦予選,3600.0,,,japanese,kr,kr
金明訓,申旻埈,6.5,W+R,2026-02-08,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,kr
申旻埈,屠暁宇,6.5,B+R,2026-01-30,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,kr
申旻埈,朴珉奎,6.5,W+R,2026-01-27,第27回マキシムコーヒー杯入神最強戦1回戦,600.0,,,japanese,kr,kr
韓相朝,申旻埈,6.5,W+R,2026-01-23,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,kr
金恩持,申旻埈,6.5,W+R,2026-01-16,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,kr
一力遼,申旻埈,6.5,W+R,2026-01-15,第30回LG杯朝鮮日報棋王戦決勝三番勝負第3局,10800.0,5,40,japanese,jp,kr
朴廷桓,謝科,7.5,B+R,2025-04-10,第1回北海新繹杯世界囲碁オープン1回戦,7200.0,5,60,chinese,kr,ch
申旻埈,一力遼,6.5,B+R,2026-01-14,第30回LG杯朝鮮日報棋王戦決勝三番勝負第2局,10800.0,5,40,japanese,kr,jp
一力遼,申旻埈,6.5,B+R,2026-01-12,第30回LG杯朝鮮日報棋王戦決勝三番勝負第1局,10800.0,5,40,japanese,jp,kr
申旻埈,安成浚,6.5,W+R,2026-01-10,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,kr
申旻埈,金恩持,6.5,B+R,2026-01-08,第31回GSカルテックス杯プロ棋戦予選,1800.0,,,japanese,kr,kr
許皓鋐,申旻埈,6.5,W+R,2026-01-04,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,kr
党毅飛,申旻埈,6.5,B+R,2025-12-28,第1回新韓銀行世界棋仙戦3回戦,1800.0,,,japanese,ch,kr
申旻埈,朴ジンソル,6.5,B+R,2025-12-27,第1回新韓銀行世界棋仙戦2回戦,1800.0,,,japanese,kr,jp
申旻埈,小山空也,6.5,B+R,2025-12-25,第1回新韓銀行世界棋仙戦1回戦,1800.0,,,japanese,kr,jp
申旻埈,姜東潤,6.5,W+R,2025-12-18,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,kr
安国鉉,申旻埈,6.5,W+6.5,2025-12-13,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,kr
金明訓,朴廷桓,6.5,W+R,2025-04-04,第30回GSカルテックス杯プロ棋戦敗者組1回戦,1800.0,,,japanese,kr,kr
権孝珍,申旻埈,6.5,W+R,2025-12-06,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,kr
卞相壹,申旻埈,6.5,B+R,2025-11-29,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,kr
申旻埈,李元栄,6.5,B+R,2025-11-22,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,kr
党毅飛,申旻埈,6.5,B+R,2025-11-09,第30回三星火災杯世界囲碁マスターズ1回戦,7200.0,5,60,japanese,ch,kr
崔宰栄,申旻埈,6.5,W+R,2025-11-06,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,kr
李維清,申旻埈,7.5,B+R,2025-10-31,2025年陽明杯日中韓囲碁精鋭招待戦1回戦,6000.0,,,chinese,ch,kr
申旻埈,姜東潤,6.5,W+R,2025-10-26,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,kr
申旻埈,朴珉奎,6.5,B+R,2025-10-26,2025-2026韓国囲碁リーグ,60.0,,,japanese,kr,kr
申旻埈,李維清,6.5,W+R,2025-09-30,第11回全羅南道国手山脈国際囲碁大会世界プロ最強戦1回戦,1800.0,3,40,japanese,kr,ch
許皓鋐,申旻埈,6.5,W+R,2025-08-06,第30回LG杯朝鮮日報棋王戦準決勝,10800.0,5,40,japanese,tp,kr
李昌錫,朴廷桓,6.5,B+10.5,2025-04-03,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,kr
姜東潤,申旻埈,6.5,W+R,2025-08-04,第30回LG杯朝鮮日報棋王戦3回戦,10800.0,5,40,japanese,kr,kr
金昇珍,申旻埈,6.5,W+R,2025-07-29,第11回国手山脈国際囲碁大会韓国予選,1800.0,3,40,japanese,kr,kr
申旻埈,安正己,6.5,B+R,2025-07-28,第11回国手山脈国際囲碁大会韓国予選,1800.0,3,40,japanese,kr,kr
申旻埈,安成浚,6.5,W+R,2025-07-17,第27回農心杯韓国予選,3600.0,1,60,japanese,kr,kr
申旻埈,金明訓,6.5,B+2.5,2025-07-15,第27回農心杯韓国予選,3600.0,1,60,japanese,kr,kr
申旻埈,党毅飛,7.5,W+R,2025-07-02,第3回衢州爛柯杯ワールド囲碁オープン2回戦,7200.0,5,60,chinese,kr,ch
范廷鈺,申旻埈,7.5,W+R,2025-06-29,第3回衢州爛柯杯予選,7200.0,5,60,chinese,ch,kr
李東方,申旻埈,7.5,W+R,2025-06-25,第3回衢州爛柯杯予選,7200.0,5,60,chinese,ch,kr
申旻埈,鄭誓儁,6.5,W+R,2025-06-19,第48期名人戦（韓国）予選,3600.0,,,japanese,kr,kr
朴廷桓,申旻埈,6.5,B+R,2025-06-14,2025ハナ銀行囲碁スーパーマッチ準決勝,600.0,,,japanese,kr,kr
朴廷桓,屠暁宇,6.5,W+T,2025-03-30,第1回ソパルコサノル世界最高棋士決定戦リーグ,3600.0,,,japanese,kr,ch
申旻埈,屠暁宇,6.5,B+R,2025-06-11,第1回ソパルコサノル世界最高棋士決定戦リーグ,3600.0,,,japanese,kr,ch
申旻埈,党毅飛,6.5,B+R,2025-06-10,第1回ソパルコサノル世界最高棋士決定戦リーグ,3600.0,,,japanese,kr,ch
申旻埈,許嘉陽,6.5,W+R,2025-06-09,第1回ソパルコサノル世界最高棋士決定戦リーグ,3600.0,,,japanese,kr,tp
申旻埈,朴廷桓,6.5,B+R,2025-06-03,第1回ソパルコサノル世界最高棋士決定戦リーグ,3600.0,,,japanese,kr,kr
金明訓,申旻埈,6.5,W+R,2025-05-31,2025ハナ銀行囲碁スーパーマッチ2回戦,600.0,,,japanese,kr,kr
申旻埈,申眞諝,6.5,W+R,2025-05-27,第1回ソパルコサノル世界最高棋士決定戦リーグ,3600.0,,,japanese,kr,kr
申旻埈,姜東潤,6.5,W+R,2025-05-25,第1回ソパルコサノル世界最高棋士決定戦リーグ,3600.0,,,japanese,kr,kr
張栩,申旻埈,6.5,W+R,2025-05-21,第30回LG杯朝鮮日報棋王戦2回戦,10800.0,5,40,japanese,ch,kr
申旻埈,卞相壹,6.5,W+0.5,2025-05-14,第30回GSカルテックス杯プロ棋戦敗者組2回戦,1800.0,,,japanese,kr,kr
金眞輝,申旻埈,6.5,B+1.5,2025-04-23,第30回GSカルテックス杯プロ棋戦2回戦,1800.0,,,japanese,kr,kr
朴廷桓,党毅飛,6.5,B+R,2025-03-29,第1回ソパルコサノル世界最高棋士決定戦リーグ,3600.0,,,japanese,kr,ch
李維清,申旻埈,7.5,B+R,2025-04-11,第1回北海新繹杯世界囲碁オープン2回戦,7200.0,5,60,chinese,ch,kr
孫騰宇,申旻埈,7.5,W+R,2025-04-10,第1回北海新繹杯世界囲碁オープン1回戦,7200.0,5,60,chinese,ch,kr
申旻埈,李元栄,6.5,B+0.5,2025-04-03,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,kr
許皓鋐,申旻埈,6.5,W+R,2025-03-28,第1回ソパルコサノル世界最高棋士決定戦リーグ,3600.0,,,japanese,tp,kr
申旻埈,福岡航太朗,6.5,B+2.5,2025-03-26,第1回ソパルコサノル世界最高棋士決定戦リーグ,3600.0,,,japanese,kr,jp
申旻埈,姜昇旼,6.5,W+1.5,2025-03-21,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,kr
申旻埈,卞相壹,6.5,B+2.5,2025-03-14,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,kr
申旻埈,朴炫洙,6.5,B+R,2025-03-09,2025ハナ銀行囲碁スーパーマッチ1回戦,600.0,,,japanese,kr,kr
申旻埈,申眞諝,6.5,W+R,2025-03-07,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,kr
金相天,申旻埈,6.5,W+3.5,2025-03-05,第30回GSカルテックス杯プロ棋戦1回戦,1800.0,,,japanese,kr,kr
朴廷桓,福岡航太朗,6.5,B+R,2025-03-28,第1回ソパルコサノル世界最高棋士決定戦リーグ,3600.0,,,japanese,kr,jp
申旻埈,金明訓,6.5,B+R,2025-03-01,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,kr
申旻埈,安成浚,6.5,W+R,2025-02-23,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,kr
申旻埈,羅玄,6.5,W+0.5,2025-02-13,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,kr
崔精,申旻埈,6.5,B+R,2025-02-04,第26回マキシムコーヒー杯入神最強戦2回戦,600.0,,,japanese,kr,kr
申旻埈,李志賢,6.5,W+R,2025-01-25,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,kr
宋知勲,申旻埈,6.5,B+0.5,2025-01-18,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,kr
申旻埈,朴ジンソル,6.5,B+R,2025-01-13,第26回マキシムコーヒー杯入神最強戦1回戦,600.0,,,japanese,kr,kr
卞相壹,申旻埈,6.5,B+R,2025-01-11,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,kr
崔宰栄,申旻埈,6.5,B+2.5,2025-01-04,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,kr
李沢鋭,申旻埈,7.5,W+R,2024-12-30,第26回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,kr
許嘉陽,朴廷桓,6.5,B+R,2025-03-27,第1回ソパルコサノル世界最高棋士決定戦リーグ,3600.0,,,japanese,ch,kr
申旻埈,邱禹然,7.5,W+R,2024-12-28,第26回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,kr,ch
申旻埈,柁嘉熹,7.5,W+R,2024-12-23,第26回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,kr,ch
柁嘉熹,申旻埈,7.5,W+R,2024-12-21,第26回中国囲碁甲級リーグプレーオフ,7200.0,5,60,chinese,ch,kr
申旻埈,安成浚,6.5,W+R,2024-12-19,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,kr
金庭賢,申旻埈,6.5,W+R,2024-12-18,第1回世界最高棋士決定戦韓国予選,3600.0,,,japanese,kr,kr
申旻埈,韓昇周,6.5,B+R,2024-12-15,2024-2025韓国囲碁リーグ,60.0,,,japanese,kr,kr
安成浚,申旻埈,6.5,W+R,2024-12-06,第1回世界最高棋士決定戦韓国予選,3600.0,,,japanese,kr,kr
謝爾豪,申旻埈,6.5,B+1.5,2024-12-04,第26回農心辛ラーメン杯世界囲碁最強戦第9戦,3600.0,1,60,japanese,ch,kr
許嘉陽,申旻埈,6.5,B+5.5,2024-11-15,第29回三星火災杯世界囲碁マスターズ2回戦,7200.0,5,60,japanese,tp,kr
韓一洲,申旻埈,6.5,W+R,2024-11-13,第29回三星火災杯世界囲碁マスターズ1回戦,7200.0,5,60,japanese,ch,kr
申眞諝,朴廷桓,6.5,B+R,2025-03-26,第1回ソパルコサノル世界最高棋士決定戦リーグ,3600.0,,,japanese,kr,kr
廖元赫,申旻埈,7.5,B+R,2024-11-03,第1回南洋杯世界囲碁マスターズ2回戦,7200.0,,,chinese,ch,kr
申旻埈,陳亦函,7.5,B+R,2024-11-02,第1回南洋杯世界囲碁マスターズ1回戦,7200.0,,,chinese,kr,ch
申旻埈,申眞諝,7.5,W+R,2024-10-27,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,kr
申旻埈,卞相壹,7.5,W+R,2024-10-09,第26回中国囲碁甲級リーグ,7200.0,5,60,chinese,kr,kr
申旻埈,金庭賢,6.5,W+0.5,2024-10-07,第47期名人戦（韓国）敗者組3回戦,3600.0,,,japanese,kr,kr
元晟溱,申旻埈,6.5,B+R,2024-09-30,第29回LG杯朝鮮日報棋王戦3回戦,10800.0,5,40,japanese,kr,kr
崔精,申旻埈,6.5,W+R,2024-09-25,第47期名人戦（韓国）敗者組2回戦,3600.0,,,japanese,kr,kr
